flight_id,flight_number,airline_code,airline_name,aircraft_id,aircraft_series,aircraft_category,origin_airport,date_key,arrival_time,arrival_slot_id,estimated_pax,estimated_bags,cargo_kg,has_cargo_data,is_active
9021,EY8770,EY,Etihad Airways,5,B787,Widebody,NRT,20250621,12:15:00,148,223,284,0.0,FALSE,TRUE
9022,EY1897,EY,Etihad Airways,2,B777,Widebody,ICN,20250621,12:45:00,154,308,377,4740.1,TRUE,TRUE
9023,EY6830,EY,Etihad Airways,5,B787,Widebody,BKK,20250621,13:35:00,164,218,304,0.0,FALSE,TRUE
9024,EY3672,EY,Etihad Airways,2,B777,Widebody,JNB,20250621,13:45:00,166,302,414,0.0,FALSE,TRUE
9025,EY2260,EY,Etihad Airways,4,A350,Widebody,KWI,20250621,14:25:00,174,219,321,5451.9,TRUE,TRUE
9026,EY4938,EY,Etihad Airways,7,A321,Narrowbody,BKK,20250621,14:35:00,176,180,224,0.0,FALSE,TRUE
9027,W65316,W6,Wizz Air Abu Dhabi,8,A320,Narrowbody,BKK,20250621,14:45:00,178,132,177,1050.7,TRUE,TRUE
9028,EY9865,EY,Etihad Airways,8,A320,Narrowbody,FRA,20250621,14:55:00,180,128,185,1887.3,TRUE,TRUE
9029,G96901,G9,Air Arabia Abu Dhabi,8,A320,Narrowbody,LHR,20250621,15:00:00,181,136,186,0.0,FALSE,TRUE
9030,EY1471,EY,Etihad Airways,7,A321,Narrowbody,DXB,20250621,15:00:00,181,155,226,2288.4,TRUE,TRUE
9031,G96902,G9,Air Arabia Abu Dhabi,7,A321,Narrowbody,KWI,20250621,15:15:00,184,169,247,0.0,FALSE,TRUE
9032,EY9641,EY,Etihad Airways,3,B747,Widebody,BKK,20250621,15:25:00,186,281,407,0.0,FALSE,TRUE
9033,EY4662,EY,Etihad Airways,4,A350,Widebody,DXB,20250621,15:30:00,187,249,305,0.0,FALSE,TRUE
9034,W61140,W6,Wizz Air Abu Dhabi,7,A321,Narrowbody,ICN,20250621,15:35:00,188,140,186,0.0,FALSE,TRUE
9035,EY8774,EY,Etihad Airways,5,B787,Widebody,JNB,20250621,15:35:00,188,234,298,0.0,FALSE,TRUE
9036,O38818,O3,SF Airlines,3,B747,Widebody,JNB,20250621,15:45:00,190,298,408,0.0,FALSE,TRUE
9037,EY9141,EY,Etihad Airways,8,A320,Narrowbody,DEL,20250621,16:15:00,196,144,215,0.0,FALSE,TRUE
9038,EY1532,EY,Etihad Airways,4,A350,Widebody,LHR,20250621,16:30:00,199,235,335,0.0,FALSE,TRUE
9039,EY7488,EY,Etihad Airways,8,A320,Narrowbody,BKK,20250621,17:20:00,209,163,215,0.0,FALSE,TRUE
9040,MS6670,MS,EgyptAir,9,B737,Narrowbody,CAI,20250621,17:40:00,213,151,191,614.7,TRUE,TRUE
9041,EY1100,EY,Etihad Airways,3,B747,Widebody,NRT,20250621,17:45:00,214,301,396,9033.0,TRUE,TRUE
9042,6E1886,6E,IndiGo,8,A320,Narrowbody,CAI,20250621,17:50:00,215,161,194,1756.4,TRUE,TRUE
9043,EY5413,EY,Etihad Airways,2,B777,Widebody,NRT,20250621,17:50:00,215,298,424,9127.4,TRUE,TRUE
9044,PK8104,PK,Pakistan International Airlines,10,E190,Narrowbody,JFK,20250621,18:10:00,219,82,108,760.1,TRUE,TRUE
9045,EY8122,EY,Etihad Airways,8,A320,Narrowbody,SIN,20250621,18:15:00,220,139,182,0.0,FALSE,TRUE
9046,QR4953,QR,Qatar Airways,9,B737,Narrowbody,KWI,20250621,18:20:00,221,150,224,1412.9,TRUE,TRUE
9047,EY8300,EY,Etihad Airways,5,B787,Widebody,HKG,20250621,18:25:00,222,220,286,4095.0,TRUE,TRUE
9048,PK749,PK,Pakistan International Airlines,10,E190,Narrowbody,FRA,20250621,18:55:00,228,92,129,0.0,FALSE,TRUE
9049,EY5396,EY,Etihad Airways,7,A321,Narrowbody,ICN,20250621,19:05:00,230,177,262,0.0,FALSE,TRUE
9050,EY9496,EY,Etihad Airways,7,A321,Narrowbody,CDG,20250621,19:20:00,233,160,221,0.0,FALSE,TRUE
9051,EY6319,EY,Etihad Airways,4,A350,Widebody,CDG,20250621,19:35:00,236,255,327,0.0,FALSE,TRUE
9052,EY1283,EY,Etihad Airways,7,A321,Narrowbody,DEL,20250621,19:50:00,239,145,195,0.0,FALSE,TRUE
9053,EY9084,EY,Etihad Airways,8,A320,Narrowbody,DXB,20250621,19:55:00,240,145,195,0.0,FALSE,TRUE
9054,PK4793,PK,Pakistan International Airlines,8,A320,Narrowbody,LHR,20250621,20:10:00,243,152,185,912.0,TRUE,TRUE
9055,EY243,EY,Etihad Airways,1,A380,Widebody,KWI,20250621,20:35:00,248,454,609,0.0,FALSE,TRUE
9056,EY7309,EY,Etihad Airways,7,A321,Narrowbody,LHR,20250621,22:20:00,269,177,261,0.0,FALSE,TRUE
9057,AI8313,AI,Air India,3,B747,Widebody,KWI,20250621,22:25:00,270,324,454,0.0,FALSE,TRUE
9058,6E5170,6E,IndiGo,7,A321,Narrowbody,MUM,20250621,22:40:00,273,147,198,0.0,FALSE,TRUE
9059,EY2922,EY,Etihad Airways,4,A350,Widebody,FRA,20250621,22:40:00,273,283,345,0.0,FALSE,TRUE
9060,EY573,EY,Etihad Airways,7,A321,Narrowbody,CAI,20250621,23:10:00,279,163,199,0.0,FALSE,TRUE
9061,EY9428,EY,Etihad Airways,7,A321,Narrowbody,FRA,20250621,23:45:00,286,185,225,0.0,FALSE,TRUE
9062,PK2025,PK,Pakistan International Airlines,8,A320,Narrowbody,CDG,20250622,00:30:00,7,134,164,0.0,FALSE,TRUE
9063,EY3718,EY,Etihad Airways,1,A380,Widebody,DXB,20250622,01:50:00,23,405,577,0.0,FALSE,TRUE
9064,EY7866,EY,Etihad Airways,3,B747,Widebody,ICN,20250622,02:20:00,29,294,373,11129.0,TRUE,TRUE
9065,EY9397,EY,Etihad Airways,1,A380,Widebody,DXB,20250622,02:35:00,32,358,468,0.0,FALSE,TRUE
9066,EY1718,EY,Etihad Airways,8,A320,Narrowbody,MUM,20250622,03:00:00,37,136,181,0.0,FALSE,TRUE
9067,EY6706,EY,Etihad Airways,3,B747,Widebody,JNB,20250622,03:15:00,40,280,351,0.0,FALSE,TRUE
9068,G98057,G9,Air Arabia Abu Dhabi,8,A320,Narrowbody,HKG,20250622,04:50:00,59,164,241,785.9,TRUE,TRUE
9069,G93827,G9,Air Arabia Abu Dhabi,8,A320,Narrowbody,SIN,20250622,06:00:00,73,149,192,0.0,FALSE,TRUE
9070,EY5672,EY,Etihad Airways,8,A320,Narrowbody,JFK,20250622,06:20:00,77,141,191,0.0,FALSE,TRUE
9071,SV3972,SV,Saudi Arabian Airlines,8,A320,Narrowbody,KWI,20250622,06:20:00,77,128,191,1236.5,TRUE,TRUE
9072,EY8896,EY,Etihad Airways,5,B787,Widebody,CAI,20250622,06:30:00,79,255,341,0.0,FALSE,TRUE
9073,IX783,IX,Air India Express,10,E190,Narrowbody,FRA,20250622,06:40:00,81,80,110,0.0,FALSE,TRUE
9074,PK4266,PK,Pakistan International Airlines,6,A330,Widebody,CAI,20250622,06:40:00,81,225,299,5992.8,TRUE,TRUE
9075,EY2406,EY,Etihad Airways,3,B747,Widebody,KWI,20250622,06:40:00,81,286,358,0.0,FALSE,TRUE
9076,TK549,TK,Turkish Airlines,5,B787,Widebody,LHR,20250622,06:45:00,82,261,390,0.0,FALSE,TRUE
9077,G94082,G9,Air Arabia Abu Dhabi,8,A320,Narrowbody,CDG,20250622,06:45:00,82,129,170,1743.7,TRUE,TRUE
9078,EY1064,EY,Etihad Airways,8,A320,Narrowbody,JFK,20250622,06:45:00,82,166,208,0.0,FALSE,TRUE
9079,EY8361,EY,Etihad Airways,6,A330,Widebody,DXB,20250622,06:55:00,84,236,308,5226.5,TRUE,TRUE
9080,EY5837,EY,Etihad Airways,8,A320,Narrowbody,DXB,20250622,07:00:00,85,165,219,0.0,FALSE,TRUE
9081,IX7712,IX,Air India Express,5,B787,Widebody,SIN,20250622,07:10:00,87,239,319,6963.8,TRUE,TRUE
9082,EY8909,EY,Etihad Airways,7,A321,Narrowbody,DXB,20250622,07:10:00,87,161,219,0.0,FALSE,TRUE
9083,EY3374,EY,Etihad Airways,3,B747,Widebody,LHR,20250622,07:10:00,87,320,472,0.0,FALSE,TRUE
9084,EY5265,EY,Etihad Airways,7,A321,Narrowbody,LHR,20250622,07:40:00,93,143,191,1582.7,TRUE,TRUE
9085,EY6333,EY,Etihad Airways,4,A350,Widebody,SIN,20250622,08:00:00,97,221,318,5270.7,TRUE,TRUE
9086,IX7794,IX,Air India Express,7,A321,Narrowbody,SIN,20250622,08:40:00,105,166,242,0.0,FALSE,TRUE
9087,W6316,W6,Wizz Air Abu Dhabi,8,A320,Narrowbody,SIN,20250622,08:50:00,107,148,180,0.0,FALSE,TRUE
9088,EY9133,EY,Etihad Airways,7,A321,Narrowbody,JFK,20250622,09:10:00,111,144,209,1544.2,TRUE,TRUE
9089,SU6833,SU,Aeroflot,2,B777,Widebody,BKK,20250622,09:30:00,115,331,438,0.0,FALSE,TRUE
9090,G96535,G9,Air Arabia Abu Dhabi,7,A321,Narrowbody,NRT,20250622,09:35:00,116,146,178,1708.0,TRUE,TRUE
9091,EY2643,EY,Etihad Airways,1,A380,Widebody,MUM,20250622,09:45:00,118,368,533,7683.4,TRUE,TRUE
9092,RJ1010,RJ,Royal Jordanian,3,B747,Widebody,DXB,20250622,09:45:00,118,300,375,6623.1,TRUE,TRUE
9093,G9436,G9,Air Arabia Abu Dhabi,8,A320,Narrowbody,FRA,20250622,09:50:00,119,166,237,0.0,FALSE,TRUE
9094,EY2871,EY,Etihad Airways,7,A321,Narrowbody,NRT,20250622,09:50:00,119,148,219,0.0,FALSE,TRUE
9095,EY6428,EY,Etihad Airways,7,A321,Narrowbody,NRT,20250622,09:55:00,120,150,198,2628.2,TRUE,TRUE
9096,EY313,EY,Etihad Airways,4,A350,Widebody,HKG,20250622,09:55:00,120,249,373,0.0,FALSE,TRUE
9097,W63342,W6,Wizz Air Abu Dhabi,8,A320,Narrowbody,ICN,20250622,10:00:00,121,146,179,0.0,FALSE,TRUE
9098,EY5359,EY,Etihad Airways,3,B747,Widebody,JNB,20250622,10:20:00,125,379,505,6577.4,TRUE,TRUE
9099,EY8199,EY,Etihad Airways,7,A321,Narrowbody,KWI,20250622,10:25:00,126,175,226,0.0,FALSE,TRUE
9100,6E9454,6E,IndiGo,8,A320,Narrowbody,BKK,20250622,10:35:00,128,147,198,0.0,FALSE,TRUE
9101,EY2577,EY,Etihad Airways,5,B787,Widebody,SIN,20250622,10:55:00,132,212,273,0.0,FALSE,TRUE
9102,EY5927,EY,Etihad Airways,4,A350,Widebody,BKK,20250622,11:15:00,136,215,297,4115.4,TRUE,TRUE
9103,EY7261,EY,Etihad Airways,6,A330,Widebody,JNB,20250622,11:30:00,139,200,268,0.0,FALSE,TRUE
9104,EY9694,EY,Etihad Airways,4,A350,Widebody,ICN,20250622,12:00:00,145,272,351,0.0,FALSE,TRUE
9105,EY6233,EY,Etihad Airways,8,A320,Narrowbody,KWI,20250622,12:05:00,146,142,190,0.0,FALSE,TRUE
9106,EY8690,EY,Etihad Airways,7,A321,Narrowbody,ICN,20250622,12:30:00,151,155,205,0.0,FALSE,TRUE
9107,G98259,G9,Air Arabia Abu Dhabi,7,A321,Narrowbody,LHR,20250622,12:40:00,153,161,230,1297.2,TRUE,TRUE
9108,EY3481,EY,Etihad Airways,4,A350,Widebody,DXB,20250622,12:50:00,155,270,339,0.0,FALSE,TRUE
9109,SV3834,SV,Saudi Arabian Airlines,10,E190,Narrowbody,CAI,20250622,13:00:00,157,92,133,781.3,TRUE,TRUE
9110,G97232,G9,Air Arabia Abu Dhabi,8,A320,Narrowbody,SIN,20250622,13:10:00,159,127,186,1570.4,TRUE,TRUE
9111,6E3949,6E,IndiGo,7,A321,Narrowbody,DEL,20250622,13:30:00,163,165,225,1675.1,TRUE,TRUE
9112,RJ1661,RJ,Royal Jordanian,1,A380,Widebody,FRA,20250622,13:45:00,166,399,585,7859.1,TRUE,TRUE
9113,W69141,W6,Wizz Air Abu Dhabi,8,A320,Narrowbody,JNB,20250622,14:20:00,173,163,235,0.0,FALSE,TRUE
9114,EY5489,EY,Etihad Airways,2,B777,Widebody,CDG,20250622,14:30:00,175,278,350,8302.4,TRUE,TRUE
9115,EY7872,EY,Etihad Airways,8,A320,Narrowbody,HKG,20250622,14:50:00,179,155,197,0.0,FALSE,TRUE
9116,W69604,W6,Wizz Air Abu Dhabi,7,A321,Narrowbody,KWI,20250622,15:00:00,181,184,255,0.0,FALSE,TRUE
9117,EY4260,EY,Etihad Airways,4,A350,Widebody,ICN,20250622,15:05:00,182,233,296,7098.0,TRUE,TRUE
9118,EY7006,EY,Etihad Airways,8,A320,Narrowbody,CAI,20250622,15:15:00,184,140,191,0.0,FALSE,TRUE
9119,EY1843,EY,Etihad Airways,6,A330,Widebody,NRT,20250622,15:50:00,191,192,245,0.0,FALSE,TRUE
9120,G93512,G9,Air Arabia Abu Dhabi,7,A321,Narrowbody,SIN,20250622,16:05:00,194,168,211,2558.7,TRUE,TRUE
9121,ME5151,ME,Middle East Airlines,4,A350,Widebody,JNB,20250622,16:35:00,200,224,297,3393.9,TRUE,TRUE
9122,W65545,W6,Wizz Air Abu Dhabi,7,A321,Narrowbody,DEL,20250622,16:40:00,201,144,181,0.0,FALSE,TRUE
9123,EY2442,EY,Etihad Airways,5,B787,Widebody,JNB,20250622,16:40:00,201,258,372,3302.6,TRUE,TRUE
9124,EY6722,EY,Etihad Airways,8,A320,Narrowbody,HKG,20250622,16:40:00,201,157,208,998.3,TRUE,TRUE
9125,G98827,G9,Air Arabia Abu Dhabi,7,A321,Narrowbody,DEL,20250622,16:50:00,203,171,216,2371.4,TRUE,TRUE
9126,EY5700,EY,Etihad Airways,5,B787,Widebody,DXB,20250622,16:50:00,203,258,377,0.0,FALSE,TRUE
9127,IX776,IX,Air India Express,6,A330,Widebody,LHR,20250622,17:00:00,205,207,268,4417.6,TRUE,TRUE
9128,EY2177,EY,Etihad Airways,4,A350,Widebody,NRT,20250622,17:05:00,206,232,340,0.0,FALSE,TRUE
9129,XY5223,XY,flynas,2,B777,Widebody,JNB,20250622,17:20:00,209,285,396,0.0,FALSE,TRUE
9130,6E9393,6E,IndiGo,8,A320,Narrowbody,FRA,20250622,17:30:00,211,143,191,1197.9,TRUE,TRUE
9131,W69286,W6,Wizz Air Abu Dhabi,7,A321,Narrowbody,ICN,20250622,17:35:00,212,152,222,0.0,FALSE,TRUE
9132,EY2602,EY,Etihad Airways,8,A320,Narrowbody,DXB,20250622,17:55:00,216,158,189,0.0,FALSE,TRUE
9133,G91808,G9,Air Arabia Abu Dhabi,7,A321,Narrowbody,ICN,20250622,18:00:00,217,145,193,1791.0,TRUE,TRUE
9134,W63209,W6,Wizz Air Abu Dhabi,8,A320,Narrowbody,CAI,20250622,18:00:00,217,150,216,0.0,FALSE,TRUE
9135,EY5619,EY,Etihad Airways,4,A350,Widebody,CDG,20250622,18:55:00,228,231,312,3056.0,TRUE,TRUE
9136,W64466,W6,Wizz Air Abu Dhabi,8,A320,Narrowbody,MUM,20250622,18:55:00,228,148,209,0.0,FALSE,TRUE
9137,EY2660,EY,Etihad Airways,4,A350,Widebody,ICN,20250622,19:10:00,231,213,315,6433.8,TRUE,TRUE
9138,EY8311,EY,Etihad Airways,1,A380,Widebody,NRT,20250622,19:20:00,233,396,589,10883.9,TRUE,TRUE
9139,EY2991,EY,Etihad Airways,2,B777,Widebody,ICN,20250622,20:45:00,250,283,412,5669.1,TRUE,TRUE
9140,EY4021,EY,Etihad Airways,6,A330,Widebody,SIN,20250622,22:20:00,269,212,260,0.0,FALSE,TRUE
9141,W64093,W6,Wizz Air Abu Dhabi,8,A320,Narrowbody,NRT,20250622,22:35:00,272,157,226,1432.7,TRUE,TRUE
9142,W61474,W6,Wizz Air Abu Dhabi,8,A320,Narrowbody,JFK,20250622,23:40:00,285,160,196,0.0,FALSE,TRUE
9143,O39029,O3,SF Airlines,9,B737,Narrowbody,CAI,20250623,02:35:00,32,143,188,0.0,FALSE,TRUE
9144,G93947,G9,Air Arabia Abu Dhabi,7,A321,Narrowbody,HKG,20250623,04:30:00,55,188,253,1623.6,TRUE,TRUE
9145,EY621,EY,Etihad Airways,3,B747,Widebody,DEL,20250623,05:30:00,67,343,500,0.0,FALSE,TRUE
9146,W67405,W6,Wizz Air Abu Dhabi,8,A320,Narrowbody,FRA,20250623,06:00:00,73,169,212,1121.0,TRUE,TRUE
9147,EY9742,EY,Etihad Airways,7,A321,Narrowbody,CDG,20250623,06:15:00,76,155,195,1710.4,TRUE,TRUE
9148,EY3957,EY,Etihad Airways,3,B747,Widebody,JNB,20250623,06:40:00,81,332,462,0.0,FALSE,TRUE
9149,6E9304,6E,IndiGo,8,A320,Narrowbody,SIN,20250623,07:05:00,86,155,212,1299.4,TRUE,TRUE
9150,EY9407,EY,Etihad Airways,7,A321,Narrowbody,SIN,20250623,07:10:00,87,162,232,0.0,FALSE,TRUE
9151,EY4965,EY,Etihad Airways,7,A321,Narrowbody,CAI,20250623,07:30:00,91,162,197,0.0,FALSE,TRUE
9152,W63037,W6,Wizz Air Abu Dhabi,7,A321,Narrowbody,KWI,20250623,07:30:00,91,143,201,1162.7,TRUE,TRUE
9153,EY1494,EY,Etihad Airways,6,A330,Widebody,FRA,20250623,07:40:00,93,233,326,3940.6,TRUE,TRUE
9154,EY1534,EY,Etihad Airways,8,A320,Narrowbody,SIN,20250623,07:40:00,93,148,179,1362.0,TRUE,TRUE
9155,EY8319,EY,Etihad Airways,2,B777,Widebody,FRA,20250623,07:50:00,95,257,375,0.0,FALSE,TRUE
9156,EY2127,EY,Etihad Airways,8,A320,Narrowbody,DXB,20250623,08:00:00,97,128,184,0.0,FALSE,TRUE
9157,6E1035,6E,IndiGo,8,A320,Narrowbody,BKK,20250623,08:10:00,99,143,195,0.0,FALSE,TRUE
9158,IX694,IX,Air India Express,6,A330,Widebody,DXB,20250623,08:15:00,100,207,304,6056.1,TRUE,TRUE
9159,EY1186,EY,Etihad Airways,7,A321,Narrowbody,NRT,20250623,08:25:00,102,143,210,0.0,FALSE,TRUE
9160,G99891,G9,Air Arabia Abu Dhabi,8,A320,Narrowbody,SIN,20250623,08:25:00,102,132,164,0.0,FALSE,TRUE
9161,PK1592,PK,Pakistan International Airlines,4,A350,Widebody,HKG,20250623,08:45:00,106,268,330,0.0,FALSE,TRUE
9162,EY2631,EY,Etihad Airways,7,A321,Narrowbody,DEL,20250623,09:00:00,109,141,198,0.0,FALSE,TRUE
9163,EY2093,EY,Etihad Airways,8,A320,Narrowbody,CDG,20250623,09:00:00,109,140,169,0.0,FALSE,TRUE
9164,EY4839,EY,Etihad Airways,4,A350,Widebody,ICN,20250623,09:15:00,112,280,349,0.0,FALSE,TRUE
9165,EY3392,EY,Etihad Airways,8,A320,Narrowbody,JNB,20250623,09:25:00,114,164,224,0.0,FALSE,TRUE
9166,EY1794,EY,Etihad Airways,5,B787,Widebody,MUM,20250623,09:40:00,117,259,382,5274.7,TRUE,TRUE
9167,UL5398,UL,SriLankan Airlines,10,E190,Narrowbody,ICN,20250623,09:40:00,117,85,126,377.8,TRUE,TRUE
9168,IX3817,IX,Air India Express,7,A321,Narrowbody,BKK,20250623,10:15:00,124,154,185,2065.9,TRUE,TRUE
9169,EY6511,EY,Etihad Airways,2,B777,Widebody,SIN,20250623,10:20:00,125,330,461,5357.6,TRUE,TRUE
9170,SV9858,SV,Saudi Arabian Airlines,7,A321,Narrowbody,DEL,20250623,10:30:00,127,182,246,0.0,FALSE,TRUE
9171,G98035,G9,Air Arabia Abu Dhabi,7,A321,Narrowbody,CAI,20250623,10:35:00,128,167,209,0.0,FALSE,TRUE
9172,EY9642,EY,Etihad Airways,3,B747,Widebody,HKG,20250623,10:40:00,129,328,482,0.0,FALSE,TRUE
9173,AI6667,AI,Air India,7,A321,Narrowbody,SIN,20250623,10:40:00,129,166,243,0.0,FALSE,TRUE
9174,G97826,G9,Air Arabia Abu Dhabi,8,A320,Narrowbody,MUM,20250623,10:45:00,130,147,177,1186.6,TRUE,TRUE
9175,EY5841,EY,Etihad Airways,8,A320,Narrowbody,DXB,20250623,11:00:00,133,131,188,0.0,FALSE,TRUE
9176,QR8136,QR,Qatar Airways,7,A321,Narrowbody,NRT,20250623,11:10:00,135,141,170,2438.5,TRUE,TRUE
9177,W64487,W6,Wizz Air Abu Dhabi,7,A321,Narrowbody,ICN,20250623,11:45:00,142,180,227,0.0,FALSE,TRUE
9178,EY9684,EY,Etihad Airways,1,A380,Widebody,JNB,20250623,11:45:00,142,445,664,0.0,FALSE,TRUE
9179,W66002,W6,Wizz Air Abu Dhabi,7,A321,Narrowbody,FRA,20250623,12:10:00,147,142,195,0.0,FALSE,TRUE
9180,MS6727,MS,EgyptAir,9,B737,Narrowbody,HKG,20250623,12:15:00,148,141,182,1559.4,TRUE,TRUE
9181,6E497,6E,IndiGo,7,A321,Narrowbody,HKG,20250623,12:15:00,148,187,237,1990.1,TRUE,TRUE
9182,W62706,W6,Wizz Air Abu Dhabi,8,A320,Narrowbody,SIN,20250623,12:20:00,149,161,202,0.0,FALSE,TRUE
9183,EY3546,EY,Etihad Airways,4,A350,Widebody,CDG,20250623,13:00:00,157,274,367,6627.2,TRUE,TRUE
9184,EY5253,EY,Etihad Airways,7,A321,Narrowbody,CAI,20250623,13:10:00,159,150,183,2200.7,TRUE,TRUE
9185,EY4647,EY,Etihad Airways,8,A320,Narrowbody,HKG,20250623,13:20:00,161,163,213,0.0,FALSE,TRUE
9186,EY6722,EY,Etihad Airways,8,A320,Narrowbody,JNB,20250623,13:30:00,163,159,197,1856.6,TRUE,TRUE
9187,EY8480,EY,Etihad Airways,4,A350,Widebody,JNB,20250623,13:55:00,168,250,329,0.0,FALSE,TRUE
9188,EY5789,EY,Etihad Airways,7,A321,Narrowbody,ICN,20250623,14:00:00,169,156,198,0.0,FALSE,TRUE
9189,QR583,QR,Qatar Airways,8,A320,Narrowbody,DXB,20250623,14:00:00,169,157,206,1514.1,TRUE,TRUE
9190,EY2925,EY,Etihad Airways,7,A321,Narrowbody,MUM,20250623,14:05:00,170,153,228,0.0,FALSE,TRUE
9191,EY1616,EY,Etihad Airways,7,A321,Narrowbody,ICN,20250623,14:25:00,174,152,219,2339.1,TRUE,TRUE
9192,EY4482,EY,Etihad Airways,1,A380,Widebody,FRA,20250623,14:40:00,177,452,638,0.0,FALSE,TRUE
9193,EY157,EY,Etihad Airways,1,A380,Widebody,MUM,20250623,14:50:00,179,352,459,0.0,FALSE,TRUE
9194,EY2498,EY,Etihad Airways,2,B777,Widebody,SIN,20250623,15:00:00,181,300,402,0.0,FALSE,TRUE
9195,IX9330,IX,Air India Express,6,A330,Widebody,ICN,20250623,15:20:00,185,215,289,5599.6,TRUE,TRUE
9196,EY7125,EY,Etihad Airways,8,A320,Narrowbody,NRT,20250623,15:25:00,186,150,224,0.0,FALSE,TRUE
9197,QR3251,QR,Qatar Airways,2,B777,Widebody,FRA,20250623,15:40:00,189,330,401,0.0,FALSE,TRUE
9198,QP8317,QP,Akasa Air,8,A320,Narrowbody,ICN,20250623,16:05:00,194,132,158,1674.8,TRUE,TRUE
9199,EY6650,EY,Etihad Airways,8,A320,Narrowbody,SIN,20250623,16:20:00,197,149,193,0.0,FALSE,TRUE
9200,G94104,G9,Air Arabia Abu Dhabi,7,A321,Narrowbody,JFK,20250623,16:25:00,198,168,239,2314.6,TRUE,TRUE
9201,EY1285,EY,Etihad Airways,8,A320,Narrowbody,KWI,20250623,16:30:00,199,151,188,1322.4,TRUE,TRUE
9202,SU4724,SU,Aeroflot,7,A321,Narrowbody,LHR,20250623,16:45:00,202,181,256,0.0,FALSE,TRUE
9203,QP5396,QP,Akasa Air,7,A321,Narrowbody,NRT,20250623,16:50:00,203,146,195,1442.9,TRUE,TRUE
9204,EY8451,EY,Etihad Airways,5,B787,Widebody,DXB,20250623,16:55:00,204,198,291,0.0,FALSE,TRUE
9205,PK3161,PK,Pakistan International Airlines,3,B747,Widebody,BKK,20250623,17:00:00,205,375,528,0.0,FALSE,TRUE
9206,RJ6066,RJ,Royal Jordanian,7,A321,Narrowbody,CAI,20250623,17:20:00,209,169,248,0.0,FALSE,TRUE
9207,G99568,G9,Air Arabia Abu Dhabi,8,A320,Narrowbody,HKG,20250623,17:50:00,215,154,215,984.7,TRUE,TRUE
9208,IX3818,IX,Air India Express,10,E190,Narrowbody,JFK,20250623,17:55:00,216,93,138,0.0,FALSE,TRUE
9209,W6727,W6,Wizz Air Abu Dhabi,8,A320,Narrowbody,SIN,20250623,18:25:00,222,134,190,1196.9,TRUE,TRUE
9210,W63691,W6,Wizz Air Abu Dhabi,8,A320,Narrowbody,CAI,20250623,18:30:00,223,129,159,918.7,TRUE,TRUE
9211,EY8565,EY,Etihad Airways,8,A320,Narrowbody,CAI,20250623,18:30:00,223,130,157,0.0,FALSE,TRUE
9212,EY5525,EY,Etihad Airways,6,A330,Widebody,SIN,20250623,19:00:00,229,184,267,0.0,FALSE,TRUE
9213,W64439,W6,Wizz Air Abu Dhabi,8,A320,Narrowbody,DEL,20250623,19:05:00,230,164,235,0.0,FALSE,TRUE
9214,EY7222,EY,Etihad Airways,6,A330,Widebody,CDG,20250623,19:05:00,230,200,281,2605.0,TRUE,TRUE
9215,EY4459,EY,Etihad Airways,7,A321,Narrowbody,FRA,20250623,19:05:00,230,140,192,0.0,FALSE,TRUE
9216,EY1041,EY,Etihad Airways,2,B777,Widebody,DEL,20250623,19:10:00,231,309,428,0.0,FALSE,TRUE
9217,PK8408,PK,Pakistan International Airlines,8,A320,Narrowbody,JFK,20250623,19:25:00,234,152,216,0.0,FALSE,TRUE
9218,EY947,EY,Etihad Airways,8,A320,Narrowbody,BKK,20250623,19:30:00,235,149,181,0.0,FALSE,TRUE
9219,EY2884,EY,Etihad Airways,8,A320,Narrowbody,DXB,20250623,20:10:00,243,132,167,0.0,FALSE,TRUE
9220,EY9925,EY,Etihad Airways,1,A380,Widebody,DXB,20250623,20:50:00,251,363,508,7467.4,TRUE,TRUE
9221,EY8049,EY,Etihad Airways,3,B747,Widebody,DEL,20250623,20:50:00,251,354,477,7221.3,TRUE,TRUE
9222,EY2455,EY,Etihad Airways,3,B747,Widebody,CAI,20250623,22:20:00,269,340,462,0.0,FALSE,TRUE
9223,EY2640,EY,Etihad Airways,7,A321,Narrowbody,HKG,20250623,22:40:00,273,174,244,0.0,FALSE,TRUE
9224,6E9925,6E,IndiGo,8,A320,Narrowbody,SIN,20250624,00:05:00,2,126,181,1111.7,TRUE,TRUE
9225,EY5555,EY,Etihad Airways,6,A330,Widebody,LHR,20250624,01:25:00,18,202,263,0.0,FALSE,TRUE
9226,ME9617,ME,Middle East Airlines,5,B787,Widebody,ICN,20250624,02:10:00,27,239,310,5465.3,TRUE,TRUE
9227,QR7244,QR,Qatar Airways,3,B747,Widebody,LHR,20250624,03:25:00,42,360,509,6943.8,TRUE,TRUE
9228,6E3982,6E,IndiGo,7,A321,Narrowbody,BKK,20250624,03:30:00,43,171,229,0.0,FALSE,TRUE
9229,EY1523,EY,Etihad Airways,8,A320,Narrowbody,ICN,20250624,04:30:00,55,147,205,0.0,FALSE,TRUE
9230,G93984,G9,Air Arabia Abu Dhabi,8,A320,Narrowbody,NRT,20250624,05:20:00,65,162,224,0.0,FALSE,TRUE
9231,QP7802,QP,Akasa Air,8,A320,Narrowbody,BKK,20250624,06:05:00,74,155,191,1116.3,TRUE,TRUE
