replenishment_id,from_station_id,to_station_id,date_key,before_period_id,equipment_id,scenario_id,qty_to_move,distance_km,estimated_time_min,priority,trigger_reason,status,is_active
643,9,10,20250422,1,1,1,1,0.4,2,LOW,Preventive,Completed,TRUE
644,2,3,20250422,2,3,1,2,0.1,2,MEDIUM,Shortage,Completed,TRUE
645,3,4,20250422,3,2,1,3,0.5,2,HIGH,Shortage,Completed,TRUE
646,2,1,20250422,3,3,1,39,0.2,2,HIGH,Shortage,Completed,TRUE
647,3,4,20250422,3,3,1,5,0.5,2,HIGH,Shortage,Approved,TRUE
648,2,5,20250422,3,3,1,14,1.2,5,HIGH,Shortage,Approved,TRUE
649,5,2,20250422,4,1,1,6,1.2,5,HIGH,Shortage,Approved,TRUE
650,9,8,20250422,4,3,1,7,0.4,2,HIGH,Shortage,Recommended,TRUE
651,5,3,20250422,4,1,1,3,1.1,5,MEDIUM,Shortage,Completed,TRUE
652,5,1,20250422,4,1,1,1,1.4,6,LOW,Shortage,Approved,TRUE
653,3,1,20250423,1,1,1,3,0.3,2,HIGH,Shortage,Completed,TRUE
654,5,6,20250423,1,3,1,5,0.5,2,HIGH,Balance,Completed,TRUE
655,5,4,20250423,2,1,1,9,0.6,3,HIGH,Shortage,Approved,TRUE
656,5,2,20250423,2,1,1,1,1.2,5,HIGH,Shortage,Completed,TRUE
657,2,1,20250423,2,3,1,12,0.2,2,HIGH,Shortage,Recommended,TRUE
658,6,3,20250423,2,1,1,3,1.2,5,MEDIUM,Shortage,Completed,TRUE
659,3,6,20250423,3,3,1,5,1.2,5,HIGH,Shortage,Completed,TRUE
660,2,4,20250423,3,3,1,21,0.6,3,HIGH,Preventive,Approved,TRUE
661,3,2,20250423,4,1,1,3,0.1,2,HIGH,Shortage,Approved,TRUE
662,2,1,20250423,4,3,1,16,0.2,2,HIGH,Shortage,Approved,TRUE
663,3,4,20250424,1,3,1,5,0.5,2,HIGH,Shortage,Approved,TRUE
664,2,5,20250424,1,3,1,22,1.2,5,HIGH,Balance,Approved,TRUE
665,3,2,20250424,1,2,1,3,0.1,2,MEDIUM,Preventive,Recommended,TRUE
666,3,1,20250424,2,1,1,3,0.3,2,HIGH,Shortage,Completed,TRUE
667,3,5,20250424,2,3,1,5,1.1,5,HIGH,Shortage,Completed,TRUE
668,3,1,20250424,3,1,1,3,0.3,2,HIGH,Balance,Approved,TRUE
669,8,7,20250424,3,3,1,11,0.2,2,HIGH,Balance,Completed,TRUE
670,2,6,20250424,3,3,1,56,1.3,6,HIGH,Shortage,Approved,TRUE
671,2,1,20250424,3,3,1,16,0.2,2,HIGH,Balance,Completed,TRUE
672,1,2,20250424,3,2,1,3,0.2,2,MEDIUM,Shortage,Approved,TRUE
673,2,3,20250424,3,3,1,3,0.1,2,MEDIUM,Balance,Approved,TRUE
674,8,6,20250424,4,3,1,11,0.6,3,HIGH,Shortage,Recommended,TRUE
675,4,1,20250424,4,1,1,1,0.8,4,LOW,Balance,Approved,TRUE
676,6,2,20250425,1,1,1,14,1.3,6,HIGH,Shortage,Approved,TRUE
677,2,1,20250425,1,3,1,4,0.2,2,HIGH,Shortage,Approved,TRUE
678,2,4,20250425,1,3,1,1,0.6,3,LOW,Shortage,Completed,TRUE
679,2,1,20250425,2,3,1,16,0.2,2,HIGH,Shortage,Completed,TRUE
680,7,6,20250425,2,3,1,3,0.4,2,HIGH,Preventive,Approved,TRUE
681,5,4,20250425,2,1,1,3,0.6,3,MEDIUM,Shortage,Completed,TRUE
682,8,5,20250425,3,3,1,11,0.8,4,HIGH,Balance,Completed,TRUE
683,5,4,20250425,3,1,1,2,0.6,3,MEDIUM,Shortage,Completed,TRUE
684,7,6,20250425,3,2,1,2,0.4,2,MEDIUM,Shortage,Completed,TRUE
685,9,10,20250425,3,3,1,2,0.4,2,MEDIUM,Shortage,Completed,TRUE
686,6,5,20250426,1,3,1,5,0.5,2,HIGH,Balance,Completed,TRUE
687,4,1,20250426,1,1,1,1,0.8,4,LOW,Preventive,Approved,TRUE
688,9,7,20250426,2,3,1,1,0.6,3,HIGH,Shortage,Approved,TRUE
689,3,2,20250426,2,2,1,3,0.1,2,MEDIUM,Shortage,Approved,TRUE
690,3,1,20250426,2,1,1,1,0.3,2,LOW,Preventive,Completed,TRUE
691,9,6,20250426,3,3,1,5,1.0,4,HIGH,Shortage,Approved,TRUE
692,2,10,20250426,3,3,1,7,2.5,10,HIGH,Shortage,Completed,TRUE
693,1,3,20250426,3,1,1,3,0.3,2,MEDIUM,Shortage,Completed,TRUE
694,3,1,20250426,4,1,1,3,0.3,2,HIGH,Shortage,Completed,TRUE
695,5,1,20250427,1,1,1,8,1.4,6,HIGH,Preventive,Completed,TRUE
696,2,4,20250427,1,3,1,46,0.6,3,HIGH,Balance,Completed,TRUE
697,9,10,20250427,1,3,1,7,0.4,2,HIGH,Shortage,Approved,TRUE
698,7,5,20250427,2,3,1,6,0.7,3,HIGH,Shortage,Completed,TRUE
699,5,3,20250427,2,1,1,1,1.1,5,MEDIUM,Shortage,Recommended,TRUE
700,2,10,20250427,3,3,1,47,2.5,10,HIGH,Shortage,Approved,TRUE
701,2,3,20250427,3,3,1,28,0.1,2,HIGH,Shortage,Approved,TRUE
702,3,4,20250427,4,1,1,3,0.5,2,HIGH,Shortage,Completed,TRUE
703,8,5,20250427,4,3,1,4,0.8,4,HIGH,Shortage,Completed,TRUE
704,2,4,20250428,1,3,1,48,0.6,3,HIGH,Shortage,Completed,TRUE
705,10,8,20250428,1,3,1,9,0.8,4,HIGH,Balance,Approved,TRUE
706,6,7,20250428,2,3,1,3,0.4,2,HIGH,Shortage,Approved,TRUE
707,2,3,20250428,2,3,1,1,0.1,2,LOW,Shortage,Completed,TRUE
708,3,4,20250428,3,1,1,3,0.5,2,HIGH,Shortage,Completed,TRUE
709,5,6,20250428,3,1,1,4,0.5,2,HIGH,Shortage,Completed,TRUE
710,7,8,20250428,4,3,1,15,0.2,2,HIGH,Balance,Approved,TRUE
711,7,5,20250428,4,3,1,3,0.7,3,HIGH,Shortage,Completed,TRUE
712,5,6,20250429,1,3,1,5,0.5,2,HIGH,Shortage,Completed,TRUE
713,2,3,20250429,1,3,1,7,0.1,2,HIGH,Preventive,Approved,TRUE
714,2,1,20250429,2,3,1,7,0.2,2,HIGH,Preventive,Completed,TRUE
715,3,2,20250429,2,2,1,3,0.1,2,MEDIUM,Shortage,Recommended,TRUE
716,8,7,20250429,2,1,1,1,0.2,2,LOW,Shortage,Completed,TRUE
717,6,5,20250429,3,1,1,8,0.5,2,HIGH,Shortage,Completed,TRUE
718,2,3,20250429,4,3,1,9,0.1,2,HIGH,Shortage,Completed,TRUE
719,4,5,20250429,4,3,1,3,0.6,3,HIGH,Shortage,Approved,TRUE
720,1,3,20250429,4,2,1,3,0.3,2,MEDIUM,Shortage,Completed,TRUE
721,5,1,20250430,1,1,1,7,1.4,6,HIGH,Shortage,Approved,TRUE
722,3,2,20250430,1,2,1,3,0.1,2,HIGH,Shortage,Completed,TRUE
723,2,3,20250430,1,3,1,30,0.1,2,HIGH,Shortage,Completed,TRUE
724,2,1,20250430,1,3,1,4,0.2,2,HIGH,Balance,Approved,TRUE
725,7,8,20250430,1,1,1,3,0.2,2,MEDIUM,Shortage,Completed,TRUE
726,10,9,20250430,1,3,1,3,0.4,2,MEDIUM,Shortage,Completed,TRUE
727,6,7,20250430,2,3,1,15,0.4,2,HIGH,Shortage,Completed,TRUE
728,5,4,20250430,2,1,1,1,0.6,3,LOW,Balance,Approved,TRUE
729,9,10,20250430,3,1,1,15,0.4,2,HIGH,Shortage,Completed,TRUE
730,3,2,20250430,3,2,1,3,0.1,2,HIGH,Balance,Completed,TRUE
731,8,6,20250430,3,3,1,11,0.6,3,HIGH,Shortage,Completed,TRUE
732,3,5,20250430,3,3,1,5,1.1,5,HIGH,Balance,Completed,TRUE
733,2,1,20250430,3,3,1,12,0.2,2,HIGH,Shortage,Completed,TRUE
734,8,7,20250430,4,3,1,11,0.2,2,HIGH,Shortage,Completed,TRUE
735,3,4,20250501,1,3,1,5,0.5,2,HIGH,Balance,Approved,TRUE
736,10,7,20250501,1,3,1,1,0.9,4,HIGH,Shortage,Approved,TRUE
737,2,9,20250501,1,3,1,4,2.2,9,HIGH,Shortage,Completed,TRUE
738,8,5,20250501,1,1,1,2,0.8,4,MEDIUM,Shortage,Completed,TRUE
739,8,6,20250501,1,1,1,2,0.6,3,MEDIUM,Balance,Completed,TRUE
740,3,4,20250501,2,1,1,3,0.5,2,HIGH,Shortage,Approved,TRUE
741,9,6,20250501,2,3,1,5,1.0,4,HIGH,Shortage,Completed,TRUE
742,2,1,20250501,3,3,1,24,0.2,2,HIGH,Preventive,Completed,TRUE
743,2,3,20250501,3,3,1,22,0.1,2,HIGH,Shortage,Recommended,TRUE
744,5,6,20250501,3,3,1,5,0.5,2,HIGH,Shortage,Completed,TRUE
745,8,9,20250501,3,3,1,9,0.4,2,HIGH,Shortage,Recommended,TRUE
746,9,10,20250501,3,1,1,3,0.4,2,MEDIUM,Shortage,Completed,TRUE
747,5,3,20250502,1,1,1,8,1.1,5,HIGH,Shortage,Approved,TRUE
748,5,1,20250502,1,1,1,2,1.4,6,HIGH,Shortage,Completed,TRUE
749,8,7,20250502,1,3,1,11,0.2,2,HIGH,Shortage,Completed,TRUE
750,2,1,20250502,1,3,1,15,0.2,2,HIGH,Shortage,Completed,TRUE
751,8,5,20250502,2,3,1,2,0.8,4,HIGH,Shortage,Completed,TRUE
752,8,7,20250502,2,1,1,3,0.2,2,MEDIUM,Shortage,Completed,TRUE
753,8,7,20250502,3,1,1,1,0.2,2,HIGH,Shortage,Completed,TRUE
754,5,6,20250502,3,1,1,9,0.5,2,HIGH,Shortage,Recommended,TRUE
755,6,1,20250502,4,1,1,6,1.5,6,HIGH,Shortage,Completed,TRUE
756,7,6,20250502,4,3,1,16,0.4,2,HIGH,Shortage,Recommended,TRUE
757,2,1,20250502,4,3,1,4,0.2,2,HIGH,Balance,Completed,TRUE
758,7,5,20250502,4,3,1,2,0.7,3,HIGH,Shortage,Approved,TRUE
759,6,5,20250503,1,1,1,6,0.5,2,HIGH,Preventive,Completed,TRUE
760,7,5,20250503,1,3,1,18,0.7,3,HIGH,Preventive,Approved,TRUE
761,3,4,20250503,1,3,1,5,0.5,2,HIGH,Balance,Approved,TRUE
762,9,10,20250503,1,3,1,1,0.4,2,LOW,Shortage,Completed,TRUE
763,1,3,20250503,2,1,1,5,0.3,2,HIGH,Shortage,Recommended,TRUE
764,2,3,20250503,2,3,1,13,0.1,2,HIGH,Shortage,Approved,TRUE
765,1,3,20250503,3,2,1,4,0.3,2,HIGH,Shortage,Completed,TRUE
766,2,3,20250503,3,3,1,22,0.1,2,HIGH,Preventive,Approved,TRUE
767,2,5,20250503,3,3,1,7,1.2,5,HIGH,Shortage,Completed,TRUE
768,5,4,20250503,3,2,1,3,0.6,3,MEDIUM,Balance,Completed,TRUE
769,9,10,20250503,4,1,1,8,0.4,2,HIGH,Shortage,Completed,TRUE
770,8,9,20250503,4,3,1,4,0.4,2,HIGH,Balance,Completed,TRUE
771,9,8,20250504,1,1,1,5,0.4,2,HIGH,Shortage,Completed,TRUE
772,3,2,20250504,1,2,1,3,0.1,2,HIGH,Shortage,Completed,TRUE
773,4,1,20250504,1,2,1,1,0.8,4,HIGH,Shortage,Completed,TRUE
774,9,8,20250504,1,3,1,8,0.4,2,HIGH,Preventive,Completed,TRUE
775,4,6,20250504,1,3,1,3,0.7,3,HIGH,Shortage,Recommended,TRUE
776,10,8,20250504,2,3,1,7,0.8,4,HIGH,Balance,Completed,TRUE
777,3,4,20250504,3,1,1,3,0.5,2,HIGH,Shortage,Completed,TRUE
778,8,6,20250504,3,3,1,3,0.6,3,HIGH,Balance,Completed,TRUE
779,3,2,20250504,3,2,1,3,0.1,2,MEDIUM,Shortage,Approved,TRUE
780,3,2,20250504,4,1,1,3,0.1,2,HIGH,Shortage,Completed,TRUE
781,7,6,20250504,4,1,1,2,0.4,2,MEDIUM,Balance,Completed,TRUE
782,3,1,20250505,1,1,1,3,0.3,2,HIGH,Shortage,Completed,TRUE
783,3,4,20250505,1,2,1,3,0.5,2,HIGH,Shortage,Approved,TRUE
784,3,4,20250505,1,3,1,5,0.5,2,HIGH,Shortage,Approved,TRUE
785,9,8,20250505,1,3,1,1,0.4,2,LOW,Shortage,Approved,TRUE
786,5,1,20250505,2,2,1,5,1.4,6,HIGH,Shortage,Completed,TRUE
787,2,4,20250505,2,3,1,54,0.6,3,HIGH,Balance,Completed,TRUE
788,9,6,20250505,2,3,1,14,1.0,4,HIGH,Shortage,Approved,TRUE
789,2,10,20250505,2,3,1,14,2.5,10,HIGH,Shortage,Completed,TRUE
790,7,8,20250505,3,1,1,22,0.2,2,HIGH,Balance,Completed,TRUE
791,3,4,20250505,4,1,1,3,0.5,2,HIGH,Shortage,Recommended,TRUE
792,7,6,20250505,4,3,1,6,0.4,2,HIGH,Shortage,Approved,TRUE
793,8,9,20250506,1,3,1,3,0.4,2,HIGH,Shortage,Completed,TRUE
794,5,1,20250506,2,1,1,4,1.4,6,HIGH,Preventive,Recommended,TRUE
795,8,7,20250506,2,3,1,3,0.2,2,HIGH,Shortage,Completed,TRUE
796,2,4,20250506,2,3,1,2,0.6,3,MEDIUM,Balance,Completed,TRUE
797,8,7,20250506,2,2,1,1,0.2,2,LOW,Shortage,Completed,TRUE
798,4,3,20250506,3,1,1,2,0.5,2,HIGH,Shortage,Completed,TRUE
799,8,6,20250506,3,3,1,4,0.6,3,HIGH,Balance,Approved,TRUE
800,2,3,20250506,3,3,1,19,0.1,2,HIGH,Shortage,Approved,TRUE
801,2,5,20250506,3,3,1,7,1.2,5,HIGH,Shortage,Completed,TRUE
802,6,5,20250506,4,3,1,7,0.5,2,HIGH,Shortage,Completed,TRUE
803,8,9,20250506,4,3,1,1,0.4,2,HIGH,Shortage,Completed,TRUE
804,4,3,20250507,1,1,1,8,0.5,2,HIGH,Shortage,Completed,TRUE
805,5,6,20250507,1,3,1,4,0.5,2,HIGH,Balance,Completed,TRUE
806,1,2,20250507,2,1,1,5,0.2,2,HIGH,Balance,Approved,TRUE
807,5,6,20250507,2,3,1,5,0.5,2,HIGH,Shortage,Approved,TRUE
808,5,4,20250507,2,1,1,3,0.6,3,MEDIUM,Balance,Completed,TRUE
809,9,10,20250507,3,1,1,4,0.4,2,HIGH,Preventive,Completed,TRUE
810,2,5,20250507,3,3,1,41,1.2,5,HIGH,Shortage,Completed,TRUE
811,9,10,20250507,3,3,1,8,0.4,2,HIGH,Shortage,Approved,TRUE
812,2,8,20250507,3,3,1,7,1.8,8,HIGH,Shortage,Completed,TRUE
813,3,1,20250507,3,1,1,1,0.3,2,LOW,Shortage,Completed,TRUE
814,6,5,20250507,3,2,1,1,0.5,2,LOW,Shortage,Approved,TRUE
815,4,5,20250507,4,3,1,3,0.6,3,MEDIUM,Shortage,Approved,TRUE
816,5,3,20250508,1,1,1,10,1.1,5,HIGH,Shortage,Recommended,TRUE
817,9,7,20250508,1,3,1,8,0.6,3,HIGH,Shortage,Completed,TRUE
818,2,3,20250508,1,3,1,26,0.1,2,HIGH,Shortage,Approved,TRUE
819,5,10,20250508,1,3,1,5,1.4,6,HIGH,Balance,Recommended,TRUE
820,2,1,20250508,1,3,1,4,0.2,2,HIGH,Shortage,Completed,TRUE
821,1,3,20250508,1,2,1,3,0.3,2,MEDIUM,Shortage,Completed,TRUE
822,5,4,20250508,1,2,1,2,0.6,3,MEDIUM,Balance,Completed,TRUE
823,7,5,20250508,2,1,1,10,0.7,3,HIGH,Shortage,Completed,TRUE
824,9,10,20250508,2,1,1,5,0.4,2,HIGH,Shortage,Approved,TRUE
825,1,2,20250508,2,2,1,3,0.2,2,MEDIUM,Balance,Approved,TRUE
826,5,3,20250508,3,1,1,10,1.1,5,HIGH,Shortage,Completed,TRUE
827,6,1,20250508,3,1,1,4,1.5,6,HIGH,Balance,Completed,TRUE
828,2,1,20250508,3,3,1,16,0.2,2,HIGH,Shortage,Approved,TRUE
829,7,6,20250508,3,3,1,1,0.4,2,HIGH,Preventive,Completed,TRUE
830,1,2,20250508,3,2,1,3,0.2,2,MEDIUM,Shortage,Approved,TRUE
831,3,2,20250508,4,1,1,3,0.1,2,HIGH,Balance,Completed,TRUE
832,2,1,20250508,4,3,1,4,0.2,2,HIGH,Shortage,Completed,TRUE
833,5,4,20250509,1,1,1,10,0.6,3,HIGH,Balance,Completed,TRUE
834,7,1,20250509,1,1,1,8,1.9,8,HIGH,Shortage,Completed,TRUE
835,9,8,20250509,1,3,1,8,0.4,2,HIGH,Shortage,Completed,TRUE
836,2,10,20250509,1,3,1,6,2.5,10,HIGH,Preventive,Completed,TRUE
837,1,2,20250509,1,2,1,3,0.2,2,MEDIUM,Balance,Completed,TRUE
838,1,3,20250509,1,2,1,1,0.3,2,MEDIUM,Shortage,Completed,TRUE
839,9,10,20250509,3,1,1,12,0.4,2,HIGH,Balance,Recommended,TRUE
840,5,2,20250509,3,1,1,10,1.2,5,HIGH,Preventive,Completed,TRUE
841,5,6,20250509,3,3,1,5,0.5,2,HIGH,Balance,Completed,TRUE
842,9,8,20250509,3,3,1,8,0.4,2,HIGH,Shortage,Completed,TRUE
843,1,2,20250509,4,1,1,5,0.2,2,HIGH,Shortage,Completed,TRUE
844,7,8,20250509,4,3,1,6,0.2,2,HIGH,Shortage,Completed,TRUE
845,2,3,20250509,4,3,1,7,0.1,2,HIGH,Balance,Completed,TRUE
846,3,2,20250510,1,2,1,3,0.1,2,MEDIUM,Balance,Approved,TRUE
847,2,4,20250510,1,3,1,3,0.6,3,MEDIUM,Shortage,Approved,TRUE
848,2,3,20250510,2,3,1,7,0.1,2,HIGH,Shortage,Approved,TRUE
849,9,8,20250510,2,3,1,4,0.4,2,HIGH,Balance,Completed,TRUE
850,9,10,20250510,2,3,1,2,0.4,2,MEDIUM,Shortage,Completed,TRUE
851,5,2,20250510,3,1,1,10,1.2,5,HIGH,Shortage,Approved,TRUE
852,2,1,20250510,3,3,1,40,0.2,2,HIGH,Shortage,Completed,TRUE
853,9,7,20250510,3,3,1,1,0.6,3,HIGH,Shortage,Completed,TRUE
854,5,8,20250510,3,3,1,5,0.8,4,HIGH,Shortage,Approved,TRUE
855,8,7,20250510,3,2,1,1,0.2,2,LOW,Shortage,Completed,TRUE
856,9,10,20250510,3,2,1,1,0.4,2,LOW,Shortage,Completed,TRUE
857,3,2,20250510,4,1,1,3,0.1,2,HIGH,Shortage,Approved,TRUE
858,2,4,20250510,4,3,1,14,0.6,3,HIGH,Shortage,Completed,TRUE
859,5,4,20250511,1,1,1,10,0.6,3,HIGH,Shortage,Recommended,TRUE
860,2,4,20250511,1,3,1,48,0.6,3,HIGH,Shortage,Recommended,TRUE
861,2,3,20250511,1,3,1,6,0.1,2,HIGH,Shortage,Completed,TRUE
862,3,2,20250511,1,2,1,3,0.1,2,MEDIUM,Shortage,Approved,TRUE
863,7,1,20250511,1,1,1,1,1.9,8,LOW,Shortage,Approved,TRUE
864,3,4,20250511,2,1,1,3,0.5,2,HIGH,Shortage,Completed,TRUE
865,10,7,20250511,2,3,1,1,0.9,4,HIGH,Shortage,Completed,TRUE
866,2,1,20250511,2,3,1,11,0.2,2,HIGH,Shortage,Completed,TRUE
867,5,1,20250511,2,1,1,2,1.4,6,MEDIUM,Shortage,Completed,TRUE
868,7,5,20250511,3,1,1,14,0.7,3,HIGH,Shortage,Completed,TRUE
869,7,3,20250511,3,1,1,6,1.6,7,HIGH,Balance,Approved,TRUE
870,7,4,20250511,3,1,1,2,1.1,5,HIGH,Balance,Approved,TRUE
871,7,5,20250511,3,3,1,2,0.7,3,HIGH,Shortage,Completed,TRUE
872,2,4,20250511,3,3,1,22,0.6,3,HIGH,Shortage,Completed,TRUE
873,2,1,20250511,3,3,1,4,0.2,2,HIGH,Shortage,Completed,TRUE
874,1,3,20250511,3,2,1,3,0.3,2,MEDIUM,Shortage,Approved,TRUE
875,8,1,20250511,3,1,1,1,2.0,8,LOW,Shortage,Recommended,TRUE
876,5,1,20250511,4,1,1,6,1.4,6,HIGH,Preventive,Completed,TRUE
877,2,3,20250511,4,3,1,6,0.1,2,HIGH,Shortage,Completed,TRUE
878,2,1,20250511,4,3,1,4,0.2,2,HIGH,Balance,Approved,TRUE
879,2,5,20250511,4,3,1,3,1.2,5,MEDIUM,Shortage,Recommended,TRUE
880,3,1,20250512,1,1,1,3,0.3,2,HIGH,Shortage,Completed,TRUE
881,2,3,20250512,1,3,1,3,0.1,2,MEDIUM,Preventive,Recommended,TRUE
882,10,7,20250512,1,3,1,2,0.9,4,MEDIUM,Preventive,Recommended,TRUE
883,5,1,20250512,1,2,1,1,1.4,6,LOW,Shortage,Completed,TRUE
884,3,1,20250512,2,2,1,3,0.3,2,HIGH,Shortage,Approved,TRUE
885,8,7,20250512,3,3,1,11,0.2,2,HIGH,Balance,Completed,TRUE
886,2,4,20250512,3,3,1,27,0.6,3,HIGH,Balance,Approved,TRUE
887,6,5,20250512,3,3,1,3,0.5,2,HIGH,Shortage,Completed,TRUE
888,2,3,20250512,3,3,1,1,0.1,2,LOW,Shortage,Completed,TRUE
889,6,5,20250512,4,3,1,4,0.5,2,HIGH,Shortage,Completed,TRUE
890,1,3,20250513,1,1,1,5,0.3,2,HIGH,Shortage,Completed,TRUE
891,2,3,20250513,1,3,1,42,0.1,2,HIGH,Preventive,Recommended,TRUE
892,5,4,20250513,2,1,1,10,0.6,3,HIGH,Shortage,Completed,TRUE
893,5,2,20250513,3,2,1,4,1.2,5,HIGH,Preventive,Completed,TRUE
894,2,3,20250513,3,3,1,27,0.1,2,HIGH,Shortage,Completed,TRUE
895,2,10,20250514,1,3,1,11,2.5,10,HIGH,Balance,Recommended,TRUE
896,2,3,20250514,1,3,1,7,0.1,2,HIGH,Shortage,Completed,TRUE
897,1,3,20250514,1,1,1,3,0.3,2,MEDIUM,Shortage,Completed,TRUE
898,6,7,20250514,2,3,1,8,0.4,2,HIGH,Shortage,Completed,TRUE
899,1,3,20250514,2,1,1,3,0.3,2,MEDIUM,Shortage,Approved,TRUE
900,5,1,20250514,3,1,1,4,1.4,6,HIGH,Shortage,Completed,TRUE
901,2,8,20250514,3,3,1,31,1.8,8,HIGH,Balance,Completed,TRUE
902,3,2,20250514,4,1,1,3,0.1,2,HIGH,Shortage,Completed,TRUE
903,2,4,20250514,4,3,1,46,0.6,3,HIGH,Shortage,Approved,TRUE
904,7,6,20250514,4,3,1,9,0.4,2,HIGH,Balance,Completed,TRUE
905,3,4,20250515,1,1,1,3,0.5,2,HIGH,Shortage,Completed,TRUE
906,7,6,20250515,1,3,1,8,0.4,2,HIGH,Shortage,Approved,TRUE
907,3,1,20250515,2,1,1,3,0.3,2,HIGH,Balance,Approved,TRUE
908,5,4,20250515,2,1,1,5,0.6,3,HIGH,Preventive,Completed,TRUE
909,9,10,20250515,2,3,1,18,0.4,2,HIGH,Shortage,Approved,TRUE
910,7,4,20250515,3,1,1,10,1.1,5,HIGH,Shortage,Completed,TRUE
911,8,6,20250515,3,1,1,2,0.6,3,HIGH,Shortage,Completed,TRUE
912,9,1,20250515,3,1,1,6,2.5,10,HIGH,Shortage,Completed,TRUE
913,1,2,20250515,3,2,1,4,0.2,2,HIGH,Shortage,Completed,TRUE
914,2,4,20250515,3,3,1,36,0.6,3,HIGH,Balance,Approved,TRUE
915,10,8,20250515,3,3,1,8,0.8,4,HIGH,Shortage,Completed,TRUE
916,9,5,20250515,3,1,1,1,1.2,5,MEDIUM,Shortage,Approved,TRUE
917,2,1,20250515,4,3,1,4,0.2,2,HIGH,Shortage,Approved,TRUE
918,4,1,20250515,4,1,1,1,0.8,4,LOW,Shortage,Completed,TRUE
919,8,7,20250516,1,1,1,7,0.2,2,HIGH,Shortage,Approved,TRUE
920,9,6,20250516,1,1,1,9,1.0,4,HIGH,Balance,Approved,TRUE
921,2,3,20250516,1,3,1,31,0.1,2,HIGH,Shortage,Completed,TRUE
922,4,1,20250516,2,1,1,2,0.8,4,HIGH,Shortage,Completed,TRUE
923,1,3,20250516,2,2,1,4,0.3,2,HIGH,Shortage,Completed,TRUE
924,9,7,20250516,3,3,1,12,0.6,3,HIGH,Balance,Completed,TRUE
925,2,6,20250516,3,3,1,30,1.3,6,HIGH,Shortage,Approved,TRUE
926,2,8,20250516,3,3,1,1,1.8,8,LOW,Shortage,Recommended,TRUE
927,5,3,20250517,1,1,1,4,1.1,5,HIGH,Shortage,Completed,TRUE
928,5,6,20250517,1,3,1,5,0.5,2,HIGH,Shortage,Completed,TRUE
929,2,8,20250517,1,3,1,8,1.8,8,HIGH,Preventive,Approved,TRUE
930,3,2,20250517,1,2,1,3,0.1,2,MEDIUM,Shortage,Completed,TRUE
931,9,10,20250517,1,1,1,1,0.4,2,LOW,Shortage,Recommended,TRUE
932,3,2,20250517,2,1,1,3,0.1,2,HIGH,Balance,Approved,TRUE
933,5,6,20250517,2,3,1,5,0.5,2,HIGH,Balance,Completed,TRUE
934,9,7,20250517,2,3,1,5,0.6,3,HIGH,Preventive,Approved,TRUE
935,3,2,20250517,3,1,1,3,0.1,2,HIGH,Shortage,Completed,TRUE
936,3,5,20250517,3,3,1,5,1.1,5,HIGH,Shortage,Completed,TRUE
937,6,7,20250517,4,1,1,5,0.4,2,HIGH,Shortage,Completed,TRUE
938,3,4,20250517,4,1,1,3,0.5,2,HIGH,Shortage,Completed,TRUE
939,3,4,20250517,4,3,1,5,0.5,2,HIGH,Shortage,Approved,TRUE
940,5,6,20250517,4,3,1,5,0.5,2,HIGH,Shortage,Approved,TRUE
941,3,4,20250517,4,2,1,2,0.5,2,MEDIUM,Balance,Completed,TRUE
942,9,8,20250517,4,1,1,1,0.4,2,LOW,Shortage,Completed,TRUE
943,5,4,20250518,1,1,1,10,0.6,3,HIGH,Shortage,Completed,TRUE
944,9,8,20250518,1,1,1,9,0.4,2,HIGH,Shortage,Completed,TRUE
945,1,3,20250518,2,1,1,5,0.3,2,HIGH,Balance,Recommended,TRUE
946,9,10,20250518,2,3,1,11,0.4,2,HIGH,Shortage,Approved,TRUE
947,5,1,20250518,3,2,1,5,1.4,6,HIGH,Shortage,Completed,TRUE
948,2,4,20250518,3,3,1,84,0.6,3,HIGH,Shortage,Approved,TRUE
949,6,3,20250518,3,2,1,1,1.2,5,MEDIUM,Balance,Approved,TRUE
950,2,10,20250519,1,3,1,15,2.5,10,HIGH,Shortage,Completed,TRUE
951,2,4,20250519,2,3,1,20,0.6,3,HIGH,Preventive,Completed,TRUE
952,10,8,20250519,2,3,1,13,0.8,4,HIGH,Balance,Approved,TRUE
953,5,9,20250519,2,3,1,4,1.2,5,HIGH,Balance,Approved,TRUE
954,5,4,20250519,3,1,1,10,0.6,3,HIGH,Shortage,Completed,TRUE
955,2,4,20250519,3,3,1,26,0.6,3,HIGH,Shortage,Completed,TRUE
956,6,4,20250519,4,1,1,4,0.7,3,HIGH,Shortage,Recommended,TRUE
957,6,5,20250519,4,2,1,3,0.5,2,HIGH,Balance,Approved,TRUE
958,2,4,20250519,4,3,1,14,0.6,3,HIGH,Balance,Completed,TRUE
959,6,3,20250519,4,1,1,3,1.2,5,MEDIUM,Shortage,Completed,TRUE
960,1,2,20250520,1,2,1,4,0.2,2,HIGH,Shortage,Recommended,TRUE
961,8,7,20250520,1,3,1,11,0.2,2,HIGH,Preventive,Approved,TRUE
962,10,9,20250520,1,3,1,5,0.4,2,HIGH,Shortage,Completed,TRUE
963,1,2,20250520,2,2,1,3,0.2,2,MEDIUM,Shortage,Completed,TRUE
964,2,3,20250520,2,3,1,1,0.1,2,LOW,Shortage,Completed,TRUE
